Tiers_Key_Payeur;salaire;Age;Frequence_Paiements;Total_des_cheques;Montant_moy_par_opperation;Ecart_Type_Cheques;Nombres_cheques_par_client;code_postal;Code_Agence;Tranche_Age;Tranche_Salaire;Civilite;Sexe;Statut_Civil;Segment;Situation_Contractuelle;ville;Agence;Stabilite_Client;Classe_Client;Saison_Operation;Montant_moyen_par_cheque;Ratio_cheques_salaire;segment_carte_credit
1244715;1147.395;52;2;986.668;493.334;50.67622168729629;7;1002;62;Tranche 51 - 60;Tranche 1000 - 1500;Mrs;Female;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Automne;140.95257142857142;0.4299600399165065;Profils à Suivi
1244854;1032.222;54;1;4200.0;4200.0;0.0;6;1002;62;Tranche 51 - 60;Tranche 1000 - 1500;Mrs;Female;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client Ã  potentiel;Automne;700.0;4.068892156919732;Profils à Suivi
1244899;2975.8840000000005;60;7;3860.4;551.4857142857143;145.5617165786847;28;1002;62;Tranche 51 - 60;Tranche 2000 - 3500;Mr;Male;Divorced;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client faible;Automne;137.87142857142857;0.1853182833355447;Profils à Suivi
1244941;1446.942;57;1;150.0;150.0;0.0;3;1002;62;Tranche 51 - 60;Tranche 1000 - 1500;Mrs;Female;Divorced;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Automne;50.0;0.1036669057916627;Profils à Suivi
1244983;1862.584;62;3;15220.0;5073.333333333333;15.27525231651948;19;1002;62;Tranche sup 60;Tranche 1500 - 2000;N/A;N/A;Non specifie;Particulier;Inconnu;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client Ã  potentiel;Hiver;801.0526315789474;2.723814514316312;Profils à Suivi
1244998;23989.11;65;5;18960.0;3792.0;600.9326085344346;19;1002;62;Tranche sup 60;Tranche Sup 3500;Mr;Male;Single;Professional;Entrepreneur;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client rÃ©gulier;Automne;997.8947368421052;0.1580717250452392;Profils à Suivi
1245004;2077.678;54;2;3524.406;1762.203;198.6616501743605;6;1002;62;Tranche 51 - 60;Tranche 2000 - 3500;Mr;Male;Married;Professional;Entrepreneur;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client Ã  potentiel;Automne;587.401;0.8481598207229417;Profils à Suivi
1245105;2234.52;61;9;12391.24;1376.8044444444445;68.27660770555153;71;1002;62;Tranche sup 60;Tranche 2000 - 3500;Ms;Female;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client rÃ©gulier;Automne;174.52450704225353;0.6161522136496628;Profils à Suivi
1245106;2797.063;82;1;273.6;273.6;0.0;3;1002;62;Tranche sup 60;Tranche 2000 - 3500;Mr;Male;Married;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Printemps;91.2;0.0978168886435521;Profils à Suivi
1245220;1584.4399999999998;59;6;1951.4000000000003;325.2333333333333;43.18734382509147;30;1002;62;Tranche 51 - 60;Tranche 1500 - 2000;Mrs;Female;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Automne;65.04666666666668;0.2052670554475608;Profils à Suivi
1245228;3186.948;52;2;3600.0;1800.0;565.685424949238;6;1002;62;Tranche 51 - 60;Tranche 2000 - 3500;Mr;Male;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client Ã  potentiel;Automne;600.0;0.5648036930630811;Profils à Suivi
1245279;888.7859999999998;69;5;4149.512;829.9024;51.929311031439646;27;1002;62;Tranche sup 60;Tranche 700 - 1000;Mr;Male;Single;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Hiver;153.68562962962963;0.933748281363568;Profils à Suivi
1245353;2684.163;60;3;7978.0;2659.333333333333;494.7891806955093;13;1002;62;Tranche 51 - 60;Tranche 2000 - 3500;N/A;N/A;Non specifie;Particulier;Inconnu;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client Ã  potentiel;Hiver;613.6923076923077;0.9907495682390872;Profils à Suivi
1245355;1906.738;51;2;8302.0;4151.0;504.8742417671949;7;1002;62;Tranche 51 - 60;Tranche 1500 - 2000;Mr;Male;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client Ã  potentiel;Hiver;1186.0;2.177016454279508;Profils à Suivi
1245593;2234.014;58;8;8075.5;1009.4375;179.20238708151822;40;1002;62;Tranche 51 - 60;Tranche 2000 - 3500;Mr;Male;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client rÃ©gulier;Automne;201.8875;0.4518492274444117;Profils à Suivi
1245674;1043.171;69;1;170.02;170.02;0.0;4;1002;62;Tranche sup 60;Tranche 1000 - 1500;Mr;Male;Married;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;ÃtÃ©;42.505;0.1629838252788852;Profils à Suivi
1245884;1937.199;64;2;1650.0;825.0;247.48737341529164;6;1002;62;Tranche sup 60;Tranche 1500 - 2000;N/A;N/A;Non specifie;Particulier;Inconnu;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client faible;Hiver;275.0;0.4258726129840042;Profils à Suivi
1245994;1584.246;71;1;2500.0;2500.0;0.0;5;1002;62;Tranche sup 60;Tranche 1500 - 2000;Ms;Female;Single;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Printemps;500.0;1.5780377542376625;Profils à Suivi
1246042;1323.989;74;1;5000.0;5000.0;0.0;5;1002;62;Tranche sup 60;Tranche 1000 - 1500;Mr;Male;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client Ã  potentiel;Hiver;1000.0;3.7764664207935263;Profils à Suivi
1246091;2762.914;68;1;5040.0;5040.0;0.0;3;1002;62;Tranche sup 60;Tranche 2000 - 3500;Mr;Male;Married;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client Ã  potentiel;Printemps;1680.0;1.8241610126120464;Profils à Suivi
1246117;1309.155;55;9;12372.0;1374.6666666666667;262.0385361820746;40;1002;62;Tranche 51 - 60;Tranche 1000 - 1500;Mr;Male;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client rÃ©gulier;Automne;309.3;1.050041184326277;Profils à Suivi
1246177;1309.658;62;7;6820.0;974.2857142857144;188.4144368141677;54;1002;62;Tranche sup 60;Tranche 1000 - 1500;Mr;Male;Single;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client rÃ©gulier;Hiver;126.29629629629628;0.7439237681025996;Profils à Suivi
1246250;2671.356;54;1;1500.0;1500.0;0.0;5;1002;62;Tranche 51 - 60;Tranche 2000 - 3500;Mr;Male;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;ÃtÃ©;300.0;0.5615125801278451;Profils à Suivi
1246296;1241.339;73;1;880.0;880.0;0.0;4;1002;62;Tranche sup 60;Tranche 1000 - 1500;N/A;N/A;Non specifie;Particulier;Inconnu;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Printemps;220.0;0.7089119088339285;Profils à Suivi
1246373;2001.51;54;9;9550.0;1061.111111111111;129.9038105676658;56;1002;62;Tranche 51 - 60;Tranche 2000 - 3500;Mr;Male;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client rÃ©gulier;Automne;170.53571428571428;0.5301552883128793;Profils à Suivi
1246451;1804.664;91;1;9514.71;9514.71;0.0;6;1002;62;Tranche sup 60;Tranche 1500 - 2000;Mr;Male;Single;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client Ã  potentiel;ÃtÃ©;1585.785;5.272288913614944;Profils à Suivi
1246514;1284.792;82;1;1935.0;1935.0;0.0;3;1002;62;Tranche sup 60;Tranche 1000 - 1500;Mr;Male;Married;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Printemps;645.0;1.5060803616460876;Profils à Suivi
1246544;2234.52;51;1;15000.0;15000.0;0.0;3;1002;62;Tranche 51 - 60;Tranche 2000 - 3500;Mr;Male;Single;Professional;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client Ã  potentiel;Hiver;5000.0;6.7128510821115945;Profils à Suivi
1246569;2234.52;59;2;5400.0;2700.0;989.9494936611666;6;1002;62;Tranche 51 - 60;Tranche 2000 - 3500;Mr;Male;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client Ã  potentiel;Automne;900.0;1.208313194780087;Profils à Suivi
1246603;413.179;66;2;5400.0;2700.0;848.5281374238571;6;1002;62;Tranche sup 60;Tranche 0 - 700;N/A;N/A;Non specifie;Professional;Inconnu;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client Ã  potentiel;Hiver;900.0;6.5346980364442535;Profils à Suivi
1246638;1382.05;62;2;3000.0;1500.0;282.842712474619;7;1002;62;Tranche sup 60;Tranche 1000 - 1500;Mrs;Female;Single;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client Ã  potentiel;Hiver;428.57142857142856;1.085344235013205;Profils à Suivi
1246659;2327.61;47;1;1401.774;1401.774;0.0;3;1002;62;Tranche 36 - 50;Tranche 2000 - 3500;Ms;Female;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Printemps;467.258;0.602237488239009;Profils à Suivi
1246803;2751.853;58;2;4520.0;2260.0;254.55844122715712;7;1002;62;Tranche 51 - 60;Tranche 2000 - 3500;Mr;Male;Single;Professional;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client Ã  potentiel;Hiver;645.7142857142857;0.8212647986647542;Profils à Suivi
1246825;1939.535;54;1;1169.268;1169.268;0.0;3;1002;62;Tranche 51 - 60;Tranche 1500 - 2000;N/A;N/A;Non specifie;Particulier;Inconnu;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Automne;389.756;0.6028599638573163;Profils à Suivi
1246912;2234.52;59;3;680.0;226.66666666666663;15.275252316519463;13;1002;62;Tranche 51 - 60;Tranche 2000 - 3500;Mr;Male;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Automne;52.30769230769231;0.1014386385741307;Profils à Suivi
1246994;1024.728;56;2;14000.0;7000.0;707.1067811865476;10;1002;62;Tranche 51 - 60;Tranche 1000 - 1500;N/A;N/A;Non specifie;Particulier;Inconnu;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client Ã  potentiel;Automne;1400.0;6.83108102833142;Profils à Suivi
1247005;1116.826;79;1;600.0;600.0;0.0;3;1002;62;Tranche sup 60;Tranche 1000 - 1500;Mrs;Female;Married;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Automne;200.0;0.5372367763644471;Profils à Suivi
1247035;354.473;76;1;600.0;600.0;0.0;3;1002;62;Tranche sup 60;Tranche 0 - 700;Ms;Female;Single;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Hiver;200.0;1.6926536012615911;Profils à Suivi
1247056;1212.829;62;4;3954.0;988.5;120.03749414245534;24;1002;62;Tranche sup 60;Tranche 1000 - 1500;Mrs;Female;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client Ã  potentiel;Automne;164.75;0.8150365797651606;Profils à Suivi
1247169;2781.265;65;10;15101.475;1510.1475;153.32928201984845;53;1002;62;Tranche sup 60;Tranche 2000 - 3500;Mrs;Female;Married;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client VIP;Automne;284.93349056603773;0.542971453637104;Profils à Suivi
1247241;2234.52;59;2;2748.0;1374.0;100.40916292848976;9;1002;62;Tranche 51 - 60;Tranche 2000 - 3500;Mr;Male;Married;Professional;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client faible;ÃtÃ©;305.3333333333333;0.6148971591214221;Profils à Suivi
1247341;1571.892;56;3;3883.652;1294.5506666666668;2.3596305501780024;13;1002;62;Tranche 51 - 60;Tranche 1500 - 2000;Mr;Male;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client Ã  potentiel;Hiver;298.74246153846155;0.8235620937485951;Profils à Suivi
1247434;1931.677;80;2;2400.0;1200.0;106.06601717798212;13;1002;62;Tranche sup 60;Tranche 1500 - 2000;Mr;Male;Single;Professional;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client faible;Automne;184.6153846153846;0.6212218709442624;Profils à Suivi
1247657;799.298;66;2;628.2;314.1;8.273149339882607;12;1002;62;Tranche sup 60;Tranche 700 - 1000;Ms;Female;Single;Particulier;Sans activitÃÂ© salariale;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Hiver;52.35;0.392969831026726;Profils à Suivi
1247658;1644.254;63;2;630.0;315.0;0.0;9;1002;62;Tranche sup 60;Tranche 1500 - 2000;Ms;Female;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Automne;70.0;0.1915762406538162;Profils à Suivi
1247665;1873.633;58;1;1275.0;1275.0;0.0;3;1002;62;Tranche 51 - 60;Tranche 1500 - 2000;Mr;Male;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Hiver;425.0;0.6804961270430229;Profils à Suivi
1247685;1118.016;73;1;400.0;400.0;0.0;4;1002;62;Tranche sup 60;Tranche 1000 - 1500;Mr;Male;Single;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Automne;100.0;0.3577766328925525;Profils à Suivi
1247832;2201.775;83;3;2107.5;702.5;81.42941728883979;12;1002;62;Tranche sup 60;Tranche 2000 - 3500;Mr;Male;Married;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Automne;175.625;0.3190607577976859;Profils à Suivi
1247912;1939.5350000000003;56;10;1127026.882;112702.6882;31788.515333435244;39;1002;62;Tranche 51 - 60;Tranche 1500 - 2000;N/A;N/A;Non specifie;Inconnu;Inconnu;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client VIP;Automne;28898.12517948718;58.10809714699656;Profils à Suivi
1247918;1008.139;76;2;5100.0;2550.0;0.0;12;1002;62;Tranche sup 60;Tranche 1000 - 1500;Mrs;Female;Widowed;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client Ã  potentiel;Printemps;425.0;2.52941310672437;Profils à Suivi
1247935;2234.52;58;8;84690.0;10586.25;3249.390876984265;33;1002;62;Tranche 51 - 60;Tranche 2000 - 3500;Mr;Male;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client rÃ©gulier;Hiver;2566.3636363636365;4.737594651200258;Profils à Suivi
1247999;1909.182;67;4;2644.004;661.001;72.9798412051803;19;1002;62;Tranche sup 60;Tranche 1500 - 2000;Mr;Male;Married;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Printemps;139.1581052631579;0.346222099307452;Profils à Suivi
1248020;2122.261;61;5;13090.0;2618.0;314.9126863116188;31;1002;62;Tranche sup 60;Tranche 2000 - 3500;Ms;Female;Single;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client rÃ©gulier;Hiver;422.258064516129;1.2335900249780776;Profils à Suivi
1248306;2652.179;65;1;34902.0;34902.0;0.0;6;1002;62;Tranche sup 60;Tranche 2000 - 3500;Mr;Male;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client Ã  potentiel;Hiver;5817.0;13.15974525098042;Profils à Suivi
1248892;1204.708;75;2;360.0;180.0;14.142135623730953;6;1002;62;Tranche sup 60;Tranche 1000 - 1500;Mr;Male;Divorced;Professional;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Automne;60.0;0.1494137998585549;Profils à Suivi
1249151;2720.683;78;1;4650.0;4650.0;0.0;3;1002;62;Tranche sup 60;Tranche 2000 - 3500;N/A;N/A;Non specifie;Particulier;Inconnu;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client Ã  potentiel;Automne;1550.0;1.7091296560459268;Profils à Suivi
1249170;1352.213;80;1;1320.0;1320.0;0.0;4;1002;62;Tranche sup 60;Tranche 1000 - 1500;Mr;Male;Married;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Printemps;330.0;0.9761775696580348;Profils à Suivi
1249182;1655.446;66;2;920.568;460.284;136.93547081746206;6;1000;43;Tranche sup 60;Tranche 1500 - 2000;Mr;Male;Single;Particulier;RetraitÃÂ©;TUNIS RP;PL.VICTOIRE TUNIS;Instable;Client faible;Printemps;153.428;0.2780422919261637;Profils à Suivi
1249446;1329.749;57;2;1830.0;915.0;21.213203435596427;15;1002;62;Tranche 51 - 60;Tranche 1000 - 1500;Mr;Male;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Automne;122.0;0.6880997842449966;Profils à Suivi
1249451;1537.309;63;9;5125.0;569.4444444444445;1.6666666666666663;207;1002;62;Tranche sup 60;Tranche 1500 - 2000;Mr;Male;Married;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client rÃ©gulier;Automne;24.758454106280197;0.3704163863247041;Profils à Suivi
1249772;2008.27;87;7;3900.0;557.1428571428571;125.88675939302033;29;1002;62;Tranche sup 60;Tranche 2000 - 3500;Mr;Male;Single;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client faible;Automne;134.48275862068965;0.2774242791770315;Profils à Suivi
1249996;3188.944;79;6;2269.3;378.2166666666667;25.398562951474243;27;1002;62;Tranche sup 60;Tranche 2000 - 3500;Mr;Male;Single;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Hiver;84.04814814814816;0.1186024799013926;Profils à Suivi
1250009;491.773;52;6;2090.0;348.3333333333333;20.73644135332772;38;1002;62;Tranche 51 - 60;Tranche 0 - 700;Mrs;Female;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;ÃtÃ©;55.0;0.7083213867644896;Profils à Suivi
1250337;40.0;53;2;2229.998;1114.999;51.854968691534296;7;1002;62;Tranche 51 - 60;Tranche 0 - 700;Ms;Female;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Automne;318.5711428571429;27.874975;Profils à Suivi
1250610;1739.59;47;3;583.509;194.503;0.0005773502691928;15;1002;62;Tranche 36 - 50;Tranche 1500 - 2000;Ms;Female;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Automne;38.9006;0.111809679292247;Profils à Suivi
1250627;1618.019;58;4;3890.0;972.5;128.4198842339716;22;1002;62;Tranche 51 - 60;Tranche 1500 - 2000;Mr;Male;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client Ã  potentiel;Automne;176.8181818181818;0.6010436218610535;Profils à Suivi
1250868;1169.858;48;22;15536.0;706.1818181818181;161.0032467205101;144;1002;62;Tranche 36 - 50;Tranche 1000 - 1500;Mr;Male;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client VIP;Automne;107.88888888888889;0.6036474667710253;Profils à Suivi
1251149;1674.511;47;4;20640.0;5160.0;605.0344342817743;21;1002;62;Tranche 36 - 50;Tranche 1500 - 2000;Mr;Male;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client Ã  potentiel;ÃtÃ©;982.8571428571428;3.0814966279707927;Profils à Suivi
1251160;1250.0;54;11;20206.0;1836.909090909091;239.56600912331604;41;1002;62;Tranche 51 - 60;Tranche 1000 - 1500;Mr;Male;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client VIP;ÃtÃ©;492.8292682926829;1.4695272727272728;Profils à Suivi
1251192;2234.52;49;4;5403.0;1350.75;71.43936823162235;27;1002;62;Tranche 36 - 50;Tranche 2000 - 3500;Mr;Male;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client Ã  potentiel;Printemps;200.11111111111111;0.6044922399441491;Profils à Suivi
1251436;1939.535;56;3;201140.0;67046.66666666667;19810.3037163324;10;1000;43;Tranche 51 - 60;Tranche 1500 - 2000;N/A;N/A;Non specifie;Particulier;Inconnu;TUNIS RP;PL.VICTOIRE TUNIS;Instable;Client Ã  potentiel;Hiver;20114.0;34.568423187344735;Profils à Suivi
1251457;2049.898;43;8;26062.026;3257.75325;548.7180520844537;35;1002;62;Tranche 36 - 50;Tranche 2000 - 3500;Mr;Male;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client rÃ©gulier;Hiver;744.6293142857143;1.5892270005629543;Profils à Suivi
1251463;3044.827;55;4;3430.0;857.5;385.0;14;1002;62;Tranche 51 - 60;Tranche 2000 - 3500;Mrs;Female;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client Ã  potentiel;Automne;245.0;0.2816251957828802;Profils à Suivi
1251497;2334.659;54;1;1280.0;1280.0;0.0;5;1002;62;Tranche 51 - 60;Tranche 2000 - 3500;Mr;Male;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Hiver;256.0;0.5482599386034535;Profils à Suivi
1251723;1852.243;38;7;150536.91;21505.272857142856;4036.677563486727;29;1002;62;Tranche 36 - 50;Tranche 1500 - 2000;Ms;Female;Single;Particulier;Sans activitÃÂ© salariale;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client rÃ©gulier;Printemps;5190.927931034483;11.610394995226253;Profils à Suivi
1251726;1768.244;60;3;11730.0;3910.0;1227.6943159163577;15;1002;62;Tranche 51 - 60;Tranche 1500 - 2000;Mrs;Female;Married;Particulier;RetraitÃÂ©;TUNIS BELVEDERE;R.PALESTINE TUNIS;Instable;Client Ã  potentiel;Printemps;782.0;2.2112332913330968;Profils à Suivi
1251750;2394.372;56;2;2546.0;1273.0;55.15432893255071;10;1002;62;Tranche 51 - 60;Tranche 2000 - 3500;N/A;N/A;Non specifie;Particulier;Inconnu;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Automne;254.6;0.5316634173804238;Profils à Suivi
1252051;1604.753;59;1;160.0;160.0;0.0;4;1002;62;Tranche 51 - 60;Tranche 1500 - 2000;Mrs;Female;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;R.PALESTINE TUNIS;Stable;Client faible;Hiver;40.0;0.0997038173475918;Profils à Suivi
1255332;2077.678;67;1;2175.0;2175.0;0.0;3;1002;35;Tranche sup 60;Tranche 2000 - 3500;Mr;Male;Single;Professional;Entrepreneur;TUNIS BELVEDERE;R.K.PACHA TUNIS;Stable;Client faible;Printemps;725.0;1.0468417146449065;Profils à Suivi
1267568;2234.52;64;6;125592.0;20932.0;5191.776253525056;28;1000;134;Tranche sup 60;Tranche 2000 - 3500;Mr;Male;Married;Particulier;Actif en CDI;TUNIS RP;AGENCE MOKTHAR ATTIA;Instable;Client rÃ©gulier;ÃtÃ©;4485.428571428572;9.367559923383991;Profils à Suivi
1273641;2352.67;59;1;1043.0;1043.0;0.0;7;1000;1;Tranche 51 - 60;Tranche 2000 - 3500;Mr;Male;Single;Particulier;RetraitÃÂ©;TUNIS RP;R.AL JAZIRA TUNIS;Stable;Client faible;ÃtÃ©;149.0;0.4433260933322565;Profils à Suivi
1276178;1585.188;45;2;1300.0;650.0;7.071067811865476;14;1002;35;Tranche 36 - 50;Tranche 1500 - 2000;Mr;Male;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.K.PACHA TUNIS;Stable;Client faible;Automne;92.85714285714286;0.4100460008528956;Profils à Suivi
1292505;975.175;37;1;150.0;150.0;0.0;3;1002;35;Tranche 36 - 50;Tranche 700 - 1000;Ms;Female;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.K.PACHA TUNIS;Stable;Client faible;Printemps;50.0;0.1538185453892891;Profils à Suivi
1296177;3859.226;43;3;4080.0;1360.0;85.44003745317531;14;1002;108;Tranche 36 - 50;Tranche Sup 3500;Mr;Male;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;LE BELVEDERE;Stable;Client Ã  potentiel;ÃtÃ©;291.42857142857144;0.3524022692633186;Profils à Suivi
1298200;1102.139;34;3;1350.0;450.0;28.867513459481287;10;1000;1;Tranche 26 - 35;Tranche 1000 - 1500;Ms;Female;Single;Particulier;Sans activitÃÂ© salariale;TUNIS RP;R.AL JAZIRA TUNIS;Stable;Client faible;Hiver;135.0;0.4082969570988777;Profils à Suivi
1301323;1931.677;61;1;1475.577;1475.577;0.0;3;1001;116;Tranche sup 60;Tranche 1500 - 2000;Mr;Male;Single;Particulier;RetraitÃÂ©;TUNIS REPUBLIQUE;AFRICA;Stable;Client faible;Hiver;491.859;0.763883920551935;Profils à Suivi
1352205;1071.0;45;2;3150.0;1575.0;53.033008588991066;9;1002;125;Tranche 36 - 50;Tranche 1000 - 1500;Mr;Male;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;AV. MOHAMED V;Stable;Client Ã  potentiel;Printemps;350.0;1.4705882352941178;Profils à Suivi
1363600;2512.453;74;2;696.0;348.0;74.95331880577403;7;1002;35;Tranche sup 60;Tranche 2000 - 3500;Mr;Male;Single;Particulier;Sans activitÃÂ© salariale;TUNIS BELVEDERE;R.K.PACHA TUNIS;Stable;Client faible;Automne;99.42857142857144;0.1385100537204079;Profils à Suivi
1419986;1783.866;56;1;1068.0;1068.0;0.0;3;1000;0;Tranche 51 - 60;Tranche 1500 - 2000;Mr;Male;Married;Particulier;Actif en CDI;TUNIS RP;AV.H.THAMEUR TUNIS;Stable;Client faible;Printemps;356.0;0.5986996781148359;Clients Premium
1437499;2755.659;59;7;6817.0;973.8571428571428;384.41749377962697;24;1002;125;Tranche 51 - 60;Tranche 2000 - 3500;Mrs;Female;Married;Particulier;Actif en CDI;TUNIS BELVEDERE;AV. MOHAMED V;Instable;Client rÃ©gulier;ÃtÃ©;284.0416666666667;0.353402631768714;Clients Premium
1438691;2234.52;51;2;10110.916;5055.458;884.6103822542442;8;1002;35;Tranche 51 - 60;Tranche 2000 - 3500;Ms;Female;Single;Particulier;Actif en CDI;TUNIS BELVEDERE;R.K.PACHA TUNIS;Instable;Client Ã  potentiel;Hiver;1263.8645;2.262435780391314;Clients Premium
